Company name,Amount (millions),Date,Industry,City,State,Lead Investor,Company description,Round Type
Jiffy.ai,18,6/15/2020,Software,Palo Alto,California,Nexus Venture Partners - Rebright Partners - W250 Venture Fund ,"JIFFY.ai’s revolutionary app-based intelligent automation suite turbo-charges productivity, transforms processes, and helps your teams unleash their creativity and innovation.",
Growflow,8.4,6/15/2020,Software,Seattle,Washington,Tvc Capital ,GrowFlow is an all-in-one business management and compliance solution for cannabis wholesalers and retailers.,
Dovly,2,6/15/2020,Finance,Phoenix,Arizona,Nfx ,Dovly’s business was built on the foundation of helping our members get ahead financially. We believe everyone deserves financial peace of mind. ,
Ootbox,0.87,6/15/2020,Industrial and energy,Columbus,Ohio,Bolt Ventures - I-hatch Ventures - Island Capital ,"ootBox, a company that builds and leases temporary spaces manufactured from cargo containers",
Cognitops,3,6/16/2020,Software,Austin,Texas,Ceas Investments - Chicago Ventures - Churton Ventures - Schematic Ventures ,"Founded in 2018, CognitOps is an AI company that’s redefining warehouse management and enabling businesses to create resilient supply chains. CognitOps believes that the continued growth of point solutions combined with the macro-level complexities in today’s world, will require supply chain leaders to centralize their data, model their operations, and automate decision making.",
Apprentice,7.5,6/16/2020,Software,Jersey City,New Jersey,,"We are developing a world in which multi-tech systems such as augmented reality, computer vision and machine learning are used to empower scientists, engineers and manufacturers who operate in various complex, compliance-driven environments.",
Kasada Pty Ltd,10,6/16/2020,Software,New York City,New York,,"Kasada protects websites and web apps against malicious automation. We're hiring full stack engineers and customer success engineers.
",
Salt Security,20,6/16/2020,Software,Palo Alto,California,S Capital (formerly Sequoia) - Tenaya Capital ,Salt Security delivers an API Threat Protection solution focused on securing the ubiquitous APIs connecting everything from web and mobile applications to microservices and IoT devices.,
Abacus Insights,35,6/16/2020,Software,Boston,Massachusetts,406 Ventures Ventures - Crv - Echo Health Ventures - Horizon Healthcare Services ,Abacus’ mission is to improve people’s lives by breaking down these silos and liberating healthcare data to make real impact. ,
Drishti Technologies Inc,25,6/16/2020,Software,Palo Alto,California,,Drishti’s mission is to extend human capabilities in an increasingly automated world. Its action recognition and AI innovations automatically digitize human actions inside the factory to create a massive new dataset. ,
Brightside Benefit Inc,35.1,6/16/2020,Finance,Chandler,Arizona,Andreessen Horowitz (a16z) - Comcast Ventures - Trinity Ventures ,Brightside is the first employer-based financial care platform to drive meaningful ROI for employers by making paychecks go farther for the 72% of Americans who are not financially healthy.,
Open Raven,15,6/16/2020,Software,Los Angeles,California,Kleiner Perkins - Upfront Ventures ,Open Raven is a developer of data security tools.,
Zycada Networks Inc,19,6/16/2020,Software,San Jose,California,,Zycada empowers the fastest online shopping experience by leveraging the power and scale of bot technology. ,
C4 Therapeutics Inc,170,6/16/2020,Biotechnology,Cambridge,Massachusetts,Adage Capital Management - Bain Capital Life Sciences - Lightchain Llc - Nextech Invest Ltd - Perceptive Advisors Llc - Rtw Investments - Sphera Funds Management - T Rowe Price - Taiwania Capital - Yonjin Venture ,"C4 is building on the knowledge with synthetic chemical compounds.


",
Hello Cake Inc,1.435,6/16/2020,Healthcare services,Los Angeles,California,,"Cake is a wellness brand committed to celebrating love regardless of shape, size, gender or sexuality.",
Steady,15,6/16/2020,Software,Atlanta,Georgia,Cmfg Ventures - Flourish Ventures - Loeb Enterprises - Propel Venture Partners - Recruit Strategic Partners ,"Steady is an app that finds part-time and temporary work that fits location, interests, and schedule.",
Easyknock,20,6/16/2020,Business Products and Services,New York City,New York,7bc - Blumberg Capital Llc - Correlation - Fj Labs - Interplay - Moderne - Qed Investors ,"A residential real estate technology company helping homeowners tap their equity through their sale-leaseback program, Sell & Stay.",
Cardiff Oncology Inc (formerly Trovagene Inc,13.5,6/16/2020,Biotechnology,San Diego,California,Acorn Bioventures - Cam Capital ,"Cardiff Oncology (formerly Trovagene, Inc.) is a clinical-stage biotechnology company with the singular mission of developing new treatment options for cancer patients in indications with the greatest medical need. ",
Alice & Bob,3.3,6/16/2020,IT services,Westmont,Illinois,Breega - Elaia Partners ,"Alice&Bob, startup française tout juste fondu et qui a pris le nom des deux protagonistes les plus souvent utilisés en science informatique.",
Hyper Labs Inc,60,6/16/2020,Software,New York City,New York,Battery Ventures - Bessemer Venture Partners - Felicis Ventures Llc - Firstmark - Gaingels - Penna & Company - Stripes - Third Kind Venture Capital - Tiger Global Management ,Hyperscience is a technology company blazing a new path in enterprise automation with a reimagined approach to building and powering processes.,
